,ID,Name,global_id,IsNetObject,OperatingCompany,TypeService,TypeObject,AdmArea,District,Address,PublicPhone,WorkingHours
65,40396,МАГАЗИН «Книжный лабиринт»,637661511,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Западный административный округ,район Раменки,"улица Пырьева, дом 16",(499) 940-99-50,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
66,39228,Дом книги,637662600,да,Дом книги,реализация непродовольственных товаров,Магазин «Книги»,Северо-Западный административный округ,район Южное Тушино,"город Москва, бульвар Яна Райниса, дом 21",(495) 492-39-94,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
67,84012,Дом книги,637663702,да,Дом книги,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Богородское,"город Москва, бульвар Маршала Рокоссовского, дом 18",(495) 287-87-86,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
68,39225,ПЕЧАТНАЯ ПРОДУКЦИЯ,637664969,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Западный административный округ,район Щукино,"город Москва, улица Маршала Рыбалко, дом 10",(499) 194-30-97,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
69,35812,ТРАНСПОРТНАЯ КНИГА,637665836,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Красносельский район,"город Москва, Садовая-Спасская улица, дом 21/1",(495) 262-67-73,"Часы работы: 10:00-19:00
День недели: понедельник

Часы работы: 10:00-19:00
День недели: вторник

Часы работы: 10:00-19:00
День недели: среда

Часы работы: 10:00-19:00
День недели: четверг

Часы работы: 10:00-19:00
День недели: пятница

Часы работы: 10:00-19:00
День недели: суббота

Часы работы: 10:00-19:00
День недели: воскресенье"
70,149343,Книжный лабиринт,637668152,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,Даниловский район,"город Москва, улица Серпуховский Вал, дом 3",(495) 780-00-98,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
71,37099,ИСКРА,637669998,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Люблино,"город Москва, Ставропольская улица, дом 15, корпус 2",(495) 350-54-89,"Часы работы: 10:00-19:00
День недели: понедельник

Часы работы: 10:00-19:00
День недели: вторник

Часы работы: 10:00-19:00
День недели: среда

Часы работы: 10:00-19:00
День недели: четверг

Часы работы: 10:00-19:00
День недели: пятница

Часы работы: 10:00-19:00
День недели: суббота

Часы работы: выходной
День недели: воскресенье"
72,39257,Читай-город,637673595,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Северо-Западный административный округ,район Южное Тушино,"город Москва, Сходненская улица, дом 50",(495) 492-97-85,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
73,150320,Книжный магазин,637675111,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,Лосиноостровский район,"город Москва, Тайнинская улица, дом 14",нет телефона,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
74,34600,Лавочка Детских Книг,637701352,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Басманный район,"город Москва, улица Солянка, дом 1/2, строение 2",(495) 973-32-82,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
75,150858,Буква,637701748,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Тверской район,"город Москва, Тихвинская улица, дом 17, строение 1",(906) 083-85-35,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-19:00
День недели: суббота

Часы работы: 10:00-19:00
День недели: воскресенье"
76,145606,Книжный магазин «Читай-город»,637701892,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,Даниловский район,"город Москва, Большая Тульская улица, дом 2",(495) 780-58-30,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
77,34138,Читай-город,637703504,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,Академический район,"город Москва, улица Дмитрия Ульянова, дом 24",(800) 444-84-44,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
78,35106,Канцтовары,637703753,нет,,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Перово,"город Москва, Федеративный проспект, дом 7, корпус 1",(499) 409-48-00,"Часы работы: 09:00-20:00
День недели: понедельник

Часы работы: 09:00-20:00
День недели: вторник

Часы работы: 09:00-20:00
День недели: среда

Часы работы: 09:00-20:00
День недели: четверг

Часы работы: 09:00-20:00
День недели: пятница

Часы работы: 09:00-20:00
День недели: суббота

Часы работы: 09:00-20:00
День недели: воскресенье"
79,126428,Книги ООО Новый Книжный М,637703815,да,Новый книжный,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Левобережный,"город Москва, Фестивальная улица, дом 13, корпус 1",(495) 459-54-88,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
80,36887,Магазин «Книги»,637704200,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Бирюлёво Западное,"город Москва, Харьковская улица, дом 3, корпус 2",(495) 385-57-00,"Часы работы: 09:00-19:00
День недели: понедельник

Часы работы: 09:00-19:00
День недели: вторник

Часы работы: 09:00-19:00
День недели: среда

Часы работы: 09:00-19:00
День недели: четверг

Часы работы: 09:00-19:00
День недели: пятница

Часы работы: 09:00-19:00
День недели: суббота

Часы работы: 09:00-19:00
День недели: воскресенье"
81,38638,РЕЛОД,637704287,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Мещанский район,"город Москва, Последний переулок, дом 26",(495) 787-17-74,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
82,142940,Читай-город,637704457,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Преображенское,"город Москва, Большая Черкизовская улица, дом 2, корпус 1",нет телефона,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
83,38984,ПЕРВАЯ СТРОКА,637704576,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 27, строение 1",(495) 916-28-14,"Часы работы: 11:00-19:00
День недели: понедельник

Часы работы: 11:00-19:00
День недели: вторник

Часы работы: 11:00-19:00
День недели: среда

Часы работы: 11:00-19:00
День недели: четверг

Часы работы: 11:00-19:00
День недели: пятница

Часы работы: 11:00-19:00
День недели: суббота

Часы работы: выходной
День недели: воскресенье"
84,31724,БЕЛЫЕ ОБЛАКА,637704586,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Басманный район,"город Москва, улица Покровка, дом 4, строение 1",(495) 923-65-08,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
85,36609,ДОМ КНИГИ В ЧЕРТАНОВО,637704624,да,Дом книги,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Чертаново Северное,"город Москва, Чертановская улица, дом 14, корпус 1",(495) 312-27-02,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
86,70273,Магазин «Мир школьника»,637704640,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Чертаново Южное,"Чертановская улица, дом 47, корпус 2",(495) 386-58-55,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
87,39094,Русский библиофил,637704672,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Басманный район,"город Москва, Чистопрудный бульвар, дом 14, строение 3",(495) 795-62-82,"Часы работы: 11:00-19:00
День недели: понедельник

Часы работы: 11:00-19:00
День недели: вторник

Часы работы: 11:00-19:00
День недели: среда

Часы работы: 11:00-19:00
День недели: четверг

Часы работы: 11:00-19:00
День недели: пятница

Часы работы: 11:00-19:00
День недели: суббота

Часы работы: 11:00-19:00
День недели: воскресенье"
88,39210,Русский библиофил,637704673,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Басманный район,"город Москва, Чистопрудный бульвар, дом 14, строение 3",(499) 721-71-77,"Часы работы: 11:00-19:00
День недели: понедельник

Часы работы: 11:00-19:00
День недели: вторник

Часы работы: 11:00-19:00
День недели: среда

Часы работы: 11:00-19:00
День недели: четверг

Часы работы: 11:00-19:00
День недели: пятница

Часы работы: 11:00-19:00
День недели: суббота

Часы работы: 11:00-19:00
День недели: воскресенье"
89,38985,КНИЖНАЯ ПОЛКА,637704684,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Таганский район,"город Москва, улица Земляной Вал, дом 14-16, строение 1",(495) 917-70-73,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: выходной
День недели: воскресенье"
90,72193,Комус,637704687,да,Комус,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Басманный район,"город Москва, улица Земляной Вал, дом 21/2, строение 1",(495) 729-54-99,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
91,32086,Комус,637704817,да,Комус,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,Академический район,"город Москва, Новочерёмушкинская улица, дом 1/14, корпус 3",(499) 126-64-10,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
92,37153,Дом Книги,637705100,да,Дом книги,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Лефортово,"город Москва, шоссе Энтузиастов, дом 24/43",(495) 362-09-23,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
93,40310,ОФЕНЯ,637705246,нет,,реализация непродовольственных товаров,Магазин «Книги»,Западный административный округ,район Кунцево,"Ярцевская улица, дом 4",(499) 140-22-94,"Часы работы: 10:00-19:00
День недели: понедельник

Часы работы: 10:00-19:00
День недели: вторник

Часы работы: 10:00-19:00
День недели: среда

Часы работы: 10:00-19:00
День недели: четверг

Часы работы: 10:00-19:00
День недели: пятница

Часы работы: 10:00-19:00
День недели: суббота

Часы работы: выходной
День недели: воскресенье"
94,39197,Магазин «Книги на Панфиловском»,637705342,нет,,реализация непродовольственных товаров,Магазин «Книги»,Зеленоградский административный округ,район Силино,"город Москва, город Зеленоград, корпус 1106",(499) 732-96-69,"Часы работы: 10:00-20:30
День недели: понедельник

Часы работы: 10:00-20:30
День недели: вторник

Часы работы: 10:00-20:30
День недели: среда

Часы работы: 10:00-20:30
День недели: четверг

Часы работы: 10:00-20:30
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
95,37720,КНИЖНЫЙ ЛАБИРИНТ,637705603,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,район Отрадное,"город Москва, улица Декабристов, дом 10, корпус 2",(499) 904-31-97,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
96,41041,МАГАЗИН «Белый кролик»,637722249,да,Белый кролик,реализация непродовольственных товаров,Магазин «Книги»,Западный административный округ,район Раменки,"город Москва, Мичуринский проспект, дом 31, корпус 4",(499) 653-63-59,"Часы работы: 09:00-22:00
День недели: понедельник

Часы работы: 09:00-22:00
День недели: вторник

Часы работы: 09:00-22:00
День недели: среда

Часы работы: 09:00-22:00
День недели: четверг

Часы работы: 09:00-22:00
День недели: пятница

Часы работы: 09:00-22:00
День недели: суббота

Часы работы: 09:00-22:00
День недели: воскресенье"
97,40560,Читай-город,637722339,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Северо-Западный административный округ,район Митино,"город Москва, Митинская улица, дом 48",(800) 444-84-44,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
98,91423,КНИГИ,637722376,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,район Ростокино,"город Москва, Сельскохозяйственная улица, дом 18, корпус 3",(495) 656-75-02,"Часы работы: 10:00-19:00
День недели: понедельник

Часы работы: 10:00-19:00
День недели: вторник

Часы работы: 10:00-19:00
День недели: среда

Часы работы: 10:00-19:00
День недели: четверг

Часы работы: 10:00-19:00
День недели: пятница

Часы работы: 10:00-18:00
День недели: суббота

Часы работы: выходной
День недели: воскресенье"
99,31275,ВЕСТИ,637722548,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,Обручевский район,"город Москва, Ленинский проспект, дом 113/1",(495) 213-38-61,"Часы работы: 08:30-20:30
День недели: понедельник

Часы работы: 08:30-20:30
День недели: вторник

Часы работы: 08:30-20:30
День недели: среда

Часы работы: 08:30-20:30
День недели: четверг

Часы работы: 08:30-20:30
День недели: пятница

Часы работы: 08:30-20:30
День недели: суббота

Часы работы: 08:30-20:30
День недели: воскресенье"
100,34966,Книжный лабиринт,637722636,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Выхино-Жулебино,"город Москва, Пронская улица, дом 2",(495) 704-14-11,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
101,75080,Книжный Лабиринт,637722936,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Басманный район,"город Москва, Ладожская улица, дом 8",(495) 261-14-85,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
102,79943,Новый книжный,637722993,да,Новый книжный,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Марьино,"город Москва, Люблинская улица, дом 171",(495) 348-86-46,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: выходной
День недели: суббота

Часы работы: выходной
День недели: воскресенье"
103,141246,Шаг к пятерке,637723035,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Выхино-Жулебино,"город Москва, улица Генерала Кузнецова, дом 28, корпус 1",(499) 502-22-77,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
104,74181,Магазин «Игрушки-сувениры»,637723335,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Марьино,"город Москва, Братиславская улица, дом 31, корпус 1",(495) 346-54-55,"Часы работы: 10:00-23:00
День недели: понедельник

Часы работы: 10:00-23:00
День недели: вторник

Часы работы: 10:00-23:00
День недели: среда

Часы работы: 10:00-23:00
День недели: четверг

Часы работы: 10:00-23:00
День недели: пятница

Часы работы: 10:00-23:00
День недели: суббота

Часы работы: 10:00-23:00
День недели: воскресенье"
105,34828,Магазин «Книги»,637723386,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Марьино,"город Москва, Белореченская улица, дом 38, корпус 1",(495) 722-78-81,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
106,74141,Магазинн «Товары детям»,637723462,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Марьино,"город Москва, Братиславская улица, дом 27, корпус 1",(495) 345-54-45,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
107,36102,Магазин «Книжная поляна»,637723509,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,район Тёплый Стан,"город Москва, улица Академика Варги, дом 1",(495) 424-50-22,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
108,35973,ЦЕНТРАЛЬНЫЙ КНИЖНЫЙ ДОМ,637723618,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,район Южное Бутово,"город Москва, Южнобутовская улица, дом 50",(495) 714-06-63,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
109,35979,Умная моль,637723637,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,район Южное Бутово,"город Москва, улица Бунинская Аллея, дом 2",(495) 714-23-81,"Часы работы: 09:00-20:00
День недели: понедельник

Часы работы: 09:00-20:00
День недели: вторник

Часы работы: 09:00-20:00
День недели: среда

Часы работы: 09:00-20:00
День недели: четверг

Часы работы: 09:00-20:00
День недели: пятница

Часы работы: 09:00-20:00
День недели: суббота

Часы работы: 09:00-20:00
День недели: воскресенье"
110,35964,МИР ШКОЛЬНИКА,637723858,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,район Южное Бутово,"город Москва, Южнобутовская улица, дом 81",(495) 715-31-36,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
111,35952,Книжный магазин,637723861,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,район Южное Бутово,"город Москва, бульвар Адмирала Ушакова, дом 11",(495) 716-19-09,"Часы работы: 10:00-19:00
День недели: понедельник

Часы работы: 10:00-19:00
День недели: вторник

Часы работы: 10:00-19:00
День недели: среда

Часы работы: 10:00-19:00
День недели: четверг

Часы работы: 10:00-19:00
День недели: пятница

Часы работы: 10:00-19:00
День недели: суббота

Часы работы: 10:00-19:00
День недели: воскресенье"
112,151587,КНИГИ,637735373,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Западный административный округ,район Митино,"город Москва, улица Генерала Белобородова, дом 19",нет телефона,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
113,147953,Школьник,637740506,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,Бескудниковский район,"город Москва, Бескудниковский бульвар, дом 6, корпус 2",(499) 480-01-06,"Часы работы: 09:00-20:00
День недели: понедельник

Часы работы: 09:00-20:00
День недели: вторник

Часы работы: 09:00-20:00
День недели: среда

Часы работы: 09:00-20:00
День недели: четверг

Часы работы: 09:00-20:00
День недели: пятница

Часы работы: 09:00-20:00
День недели: суббота

Часы работы: 09:00-20:00
День недели: воскресенье"
114,60474,Магазин «Ботаник»,637744481,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Братеево,"улица Борисовские Пруды, дом 14, корпус 4",(495) 340-71-87,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
