,ID,Name,global_id,IsNetObject,OperatingCompany,TypeService,TypeObject,AdmArea,District,Address,PublicPhone,WorkingHours
147,144626,Книжный магазин,638257676,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,район Замоскворечье,"город Москва, Пятницкий переулок, дом 8, строение 1",(910) 428-67-88,"Часы работы: 11:00-22:00
День недели: понедельник

Часы работы: 11:00-22:00
День недели: вторник

Часы работы: 11:00-22:00
День недели: среда

Часы работы: 11:00-22:00
День недели: четверг

Часы работы: 11:00-22:00
День недели: пятница

Часы работы: 11:00-22:00
День недели: суббота

Часы работы: 11:00-22:00
День недели: воскресенье"
148,150312,Свиридова Вера Николаевна,638258375,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,Лосиноостровский район,"город Москва, улица Малыгина, дом 7",нет телефона,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
149,39481,СЕЙЛС,638262674,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Лефортово,"город Москва, Солдатская улица, дом 6А",(495) 361-60-15,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
150,38508,КНИГИ «ТВ-ОАЗИС»,638263953,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,район Хамовники,"город Москва, Малый Знаменский переулок, дом 3/5, строение 1",(495) 975-07-65,"Часы работы: 10:00-19:00
День недели: понедельник

Часы работы: 10:00-19:00
День недели: вторник

Часы работы: 10:00-19:00
День недели: среда

Часы работы: 10:00-19:00
День недели: четверг

Часы работы: 10:00-19:00
День недели: пятница

Часы работы: 10:00-19:00
День недели: суббота

Часы работы: 10:00-19:00
День недели: воскресенье"
151,38579,Медкнигасервис,638264485,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,район Хамовники,"город Москва, Комсомольский проспект, дом 28",(495) 782-88-26,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
152,150636,"Газеты, журналы, книги, канцелярские товары",638278250,нет,,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Вешняки,"город Москва, Вешняковская улица, дом 39Г",нет телефона,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
153,142129,Газеты,638279655,нет,,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Вешняки,"город Москва, Снайперская улица, дом 9А",нет телефона,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-19:00
День недели: воскресенье"
154,36605,Магазин «НОВЫЙ КНИЖНЫЙ»,638288746,да,Новый книжный,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Царицыно,"город Москва, Пролетарский проспект, дом 20, корпус 2",(495) 325-47-29,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
155,103345,Магазин Книжный Лабиринт,638290478,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Орехово-Борисово Южное,"город Москва, Домодедовская улица, дом 28",(495) 343-18-42,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
156,104187,Книги,638294693,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Бирюлёво Восточное,"город Москва, Михневская улица, дом 7, корпус 2",(495) 326-33-21,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
157,36667,Детский книжный,638303962,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Нагатинский Затон,"город Москва, Судостроительная улица, дом 29",(499) 618-43-33,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: выходной
День недели: воскресенье"
158,38545,КНИЖНАЯ ЭКСПЕДИЦИЯ 1,638305237,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Тверской район,"город Москва, улица Варварка, дом 10, строение 1",(495) 606-52-94,"Часы работы: 09:00-18:00
День недели: понедельник

Часы работы: 09:00-18:00
День недели: вторник

Часы работы: 09:00-18:00
День недели: среда

Часы работы: 09:00-18:00
День недели: четверг

Часы работы: 09:00-18:00
День недели: пятница

Часы работы: выходной
День недели: суббота

Часы работы: выходной
День недели: воскресенье"
159,32700,ЛАДА,638305965,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,район Свиблово,"город Москва, улица Амундсена, дом 7, строение 2",(499) 186-26-38,"Часы работы: 09:00-19:00
День недели: понедельник

Часы работы: 09:00-19:00
День недели: вторник

Часы работы: 09:00-19:00
День недели: среда

Часы работы: 09:00-19:00
День недели: четверг

Часы работы: 09:00-19:00
День недели: пятница

Часы работы: 09:00-19:00
День недели: суббота

Часы работы: 09:00-19:00
День недели: воскресенье"
160,31742,Книжная лавка архитектора,638315190,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Мещанский район,"город Москва, улица Рождественка, дом 11, строение 2",(495) 667-42-53,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
161,147533,Читай-город,638322641,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,Рязанский район,"город Москва, Рязанский проспект, дом 46",(800) 444-84-44,"Часы работы: 09:00-22:00
День недели: понедельник

Часы работы: 09:00-22:00
День недели: вторник

Часы работы: 09:00-22:00
День недели: среда

Часы работы: 09:00-22:00
День недели: четверг

Часы работы: 09:00-22:00
День недели: пятница

Часы работы: 09:00-22:00
День недели: суббота

Часы работы: 09:00-22:00
День недели: воскресенье"
162,30910,РУССКАЯ КНИГА ХХ,638324770,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Печатники,"город Москва, Шоссейная улица, дом 1/2, строение 4",(495) 354-33-00,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
163,103279,Книги,638334170,нет,,реализация непродовольственных товаров,Магазин «Книги»,Южный административный округ,район Бирюлёво Восточное,"город Москва, Липецкая улица, дом 7А",(903) 790-70-01,"Часы работы: 10:00-20:30
День недели: понедельник

Часы работы: 10:00-20:30
День недели: вторник

Часы работы: 10:00-20:30
День недели: среда

Часы работы: 10:00-20:30
День недели: четверг

Часы работы: 10:00-20:30
День недели: пятница

Часы работы: 10:00-20:30
День недели: суббота

Часы работы: 10:00-20:30
День недели: воскресенье"
164,90545,БЕЛАНОВ Г.Н.,638339151,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,район Ясенево,"город Москва, Литовский бульвар, дом 22",(905) 510-21-40,"Часы работы: 09:00-22:00
День недели: понедельник

Часы работы: 09:00-22:00
День недели: вторник

Часы работы: 09:00-22:00
День недели: среда

Часы работы: 09:00-22:00
День недели: четверг

Часы работы: 09:00-22:00
День недели: пятница

Часы работы: 09:00-22:00
День недели: суббота

Часы работы: 09:00-22:00
День недели: воскресенье"
165,134390,КНИЖНЫЙ ЛАБИРИНТ,638339514,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,район Ясенево,"город Москва, Литовский бульвар, дом 22",(495) 780-00-98,"Часы работы: 09:00-22:00
День недели: понедельник

Часы работы: 09:00-22:00
День недели: вторник

Часы работы: 09:00-22:00
День недели: среда

Часы работы: 09:00-22:00
День недели: четверг

Часы работы: 09:00-22:00
День недели: пятница

Часы работы: 09:00-22:00
День недели: суббота

Часы работы: 09:00-22:00
День недели: воскресенье"
166,99743,Книги,638342887,нет,,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Соколиная Гора,"город Москва, Малая Семёновская улица, дом 28",(926) 225-70-56,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
167,130225,Книжный лабиринт,638367000,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Западный административный округ,район Солнцево,"город Москва, Солнцевский проспект, дом 21",(495) 424-69-16,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
168,43921,Пресс Хаус,638368957,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,Савёловский район,"город Москва, 2-я Хуторская улица, дом 38А, строение 9",(495) 694-24-23,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
169,38217,Комсомольская правда,638369044,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,Савёловский район,"город Москва, Старый Петровско-Разумовский проезд, дом 1/23, строение 1",(905) 700-48-81,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
170,157777,Книги и канцтовары,638369390,нет,,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Соколиная Гора,"город Москва, 1-й Кирпичный переулок, дом 2, строение 2",(962) 901-25-35,"Часы работы: 09:00-19:00
День недели: понедельник

Часы работы: 09:00-19:00
День недели: вторник

Часы работы: 09:00-19:00
День недели: среда

Часы работы: 09:00-19:00
День недели: четверг

Часы работы: 09:00-19:00
День недели: пятница

Часы работы: 09:00-19:00
День недели: суббота

Часы работы: 09:00-19:00
День недели: воскресенье"
171,129696,Магазин «Канцелярские товары»,638369484,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северный административный округ,район Ховрино,"город Москва, Смольная улица, дом 24Б",(495) 451-98-75,"Часы работы: 09:00-20:00
День недели: понедельник

Часы работы: 09:00-20:00
День недели: вторник

Часы работы: 09:00-20:00
День недели: среда

Часы работы: 09:00-20:00
День недели: четверг

Часы работы: 09:00-20:00
День недели: пятница

Часы работы: 09:00-20:00
День недели: суббота

Часы работы: 09:00-20:00
День недели: воскресенье"
172,74364,Республика,638369509,да,Республика,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,район Хамовники,"город Москва, Комсомольский проспект, дом 24, строение 1",(495) 781-37-85,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
173,137859,Мома Шоп,638369662,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,район Якиманка,"город Москва, Берсеневская набережная, дом 14, строение 5А",(999) 996-12-09,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
174,81219,Одежда,638369688,нет,,реализация непродовольственных товаров,Магазин «Книги»,Центральный административный округ,Мещанский район,"город Москва, Олимпийский проспект, дом 16, строение 1",(495) 933-46-25,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-19:00
День недели: воскресенье"
175,137186,ИЗДАТЕЛЬСТВО ПОЛИТИЧЕСКАЯ ЭНЦИКЛОПЕДИЯ,638372217,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,район Марьина Роща,"город Москва, 3-й проезд Марьиной Рощи, дом 40, строение 1",(910) 450-06-03,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
176,142330,Магазин канц. товаров,638372664,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,район Отрадное,"город Москва, Сигнальный проезд, дом 16, строение 3",(499) 903-71-91,"Часы работы: 08:00-22:00
День недели: понедельник

Часы работы: 08:00-22:00
День недели: вторник

Часы работы: 08:00-22:00
День недели: среда

Часы работы: 08:00-22:00
День недели: четверг

Часы работы: 08:00-22:00
День недели: пятница

Часы работы: 08:00-22:00
День недели: суббота

Часы работы: 08:00-22:00
День недели: воскресенье"
177,94362,Читай город,638373559,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,район Отрадное,"улица Декабристов, дом 12",(495) 780-58-30,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
178,95815,Книжный,638373629,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,район Бибирево,"город Москва, Алтуфьевское шоссе, дом 86, корпус 1",(495) 733-91-74,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
179,37993,"КНИГИ, КАНЦТОВАРЫ",638374457,нет,,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,Бабушкинский район,"город Москва, улица Менжинского, дом 36, строение 5",(000) 000-00-00,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
180,133966,Читай-город,638375159,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Северо-Восточный административный округ,район Северный,"город Москва, Дмитровское шоссе, дом 163А, корпус 1",нет телефона,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
181,130137,Склад,638381425,нет,,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Новокосино,"город Москва, Городецкая улица, дом 5",нет телефона,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
182,129382,Детский книжный,638381979,нет,,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Ивановское,"город Москва, Саянская улица, дом 5А",(963) 785-72-67,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-19:00
День недели: воскресенье"
183,55096,Книжный Лабиринт,638382062,да,Книжный лабиринт,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Вешняки,"город Москва, Вешняковская улица, дом 18А",(499) 741-68-40,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
184,149497,Пункт выдачи,638382281,нет,,реализация непродовольственных товаров,Магазин «Книги»,Восточный административный округ,район Новокосино,"город Москва, Суздальская улица, дом 18Г",нет телефона,"Часы работы: 10:00-20:00
День недели: понедельник

Часы работы: 10:00-20:00
День недели: вторник

Часы работы: 10:00-20:00
День недели: среда

Часы работы: 10:00-20:00
День недели: четверг

Часы работы: 10:00-20:00
День недели: пятница

Часы работы: 10:00-20:00
День недели: суббота

Часы работы: 10:00-20:00
День недели: воскресенье"
185,157384,МК-Центр,638384375,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,Южнопортовый район,"город Москва, Волгоградский проспект, дом 32, корпус 8",нет телефона,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
186,68379,Магазин «Косметика»,638384433,нет,,реализация непродовольственных товаров,Товары для женщин,Юго-Восточный административный округ,район Марьино,"город Москва, Новочеркасский бульвар, дом 10, корпус 1",(495) 623-87-91,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
187,130364,Книги,638384540,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,Рязанский район,"город Москва, Рязанский проспект, дом 30, корпус 2",(495) 364-71-77,"Часы работы: 09:00-21:00
День недели: понедельник

Часы работы: 09:00-21:00
День недели: вторник

Часы работы: 09:00-21:00
День недели: среда

Часы работы: 09:00-21:00
День недели: четверг

Часы работы: 09:00-21:00
День недели: пятница

Часы работы: 09:00-21:00
День недели: суббота

Часы работы: 09:00-21:00
День недели: воскресенье"
188,101531,Читай-город,638384647,да,Читай-город,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Марьино,"город Москва, улица Перерва, дом 43, корпус 1",(499) 951-33-98,"Часы работы: 10:00-23:00
День недели: понедельник

Часы работы: 10:00-23:00
День недели: вторник

Часы работы: 10:00-23:00
День недели: среда

Часы работы: 10:00-23:00
День недели: четверг

Часы работы: 10:00-23:00
День недели: пятница

Часы работы: 10:00-23:00
День недели: суббота

Часы работы: 10:00-23:00
День недели: воскресенье"
189,94098,Магазин «Продарки»,638384760,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Марьино,"город Москва, Люблинская улица, дом 153",(495) 658-96-45,"Часы работы: 08:00-22:00
День недели: понедельник

Часы работы: 08:00-22:00
День недели: вторник

Часы работы: 08:00-22:00
День недели: среда

Часы работы: 08:00-22:00
День недели: четверг

Часы работы: 08:00-22:00
День недели: пятница

Часы работы: 08:00-22:00
День недели: суббота

Часы работы: 08:00-22:00
День недели: воскресенье"
190,94036,Павильон «Видеоигры»,638384770,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Марьино,"город Москва, Люблинская улица, дом 153",(495) 658-96-49,"Часы работы: 08:00-22:00
День недели: понедельник

Часы работы: 08:00-22:00
День недели: вторник

Часы работы: 08:00-22:00
День недели: среда

Часы работы: 08:00-22:00
День недели: четверг

Часы работы: 08:00-22:00
День недели: пятница

Часы работы: 08:00-22:00
День недели: суббота

Часы работы: 08:00-22:00
День недели: воскресенье"
191,139534,Магазин «Канцтовары»,638384939,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Марьино,"город Москва, Люблинская улица, дом 112, строение 3",(968) 433-03-77,"Часы работы: 09:00-23:00
День недели: понедельник

Часы работы: 09:00-23:00
День недели: вторник

Часы работы: 09:00-23:00
День недели: среда

Часы работы: 09:00-23:00
День недели: четверг

Часы работы: 09:00-23:00
День недели: пятница

Часы работы: 09:00-23:00
День недели: суббота

Часы работы: 09:00-23:00
День недели: воскресенье"
192,141119,Магазин «Книги»,638386765,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,район Марьино,"город Москва, улица Перерва, дом 45",нет телефона,"Часы работы: 09:00-23:00
День недели: понедельник

Часы работы: 09:00-23:00
День недели: вторник

Часы работы: 09:00-23:00
День недели: среда

Часы работы: 09:00-23:00
День недели: четверг

Часы работы: 09:00-23:00
День недели: пятница

Часы работы: 09:00-23:00
День недели: суббота

Часы работы: 09:00-23:00
День недели: воскресенье"
193,131001,Наследие,638390073,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Восточный административный округ,Южнопортовый район,"город Москва, 7-я Кожуховская улица, дом 9",(495) 908-74-42,"Часы работы: 10:00-22:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
194,36171,МЕДКНИГАСЕРВИС,638390135,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,Обручевский район,"город Москва, улица Островитянова, дом 1, строение 2",(495) 245-86-21,"Часы работы: 10:00-18:00
День недели: понедельник

Часы работы: 10:00-18:00
День недели: вторник

Часы работы: 10:00-18:00
День недели: среда

Часы работы: 10:00-18:00
День недели: четверг

Часы работы: 10:00-18:00
День недели: пятница

Часы работы: выходной
День недели: суббота

Часы работы: выходной
День недели: воскресенье"
195,117102,Цветков Алексей Алексеевич,638390823,нет,,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,Обручевский район,"город Москва, Профсоюзная улица, дом 56",(495) 259-06-25,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-22:00
День недели: вторник

Часы работы: 10:00-22:00
День недели: среда

Часы работы: 10:00-22:00
День недели: четверг

Часы работы: 10:00-22:00
День недели: пятница

Часы работы: 10:00-22:00
День недели: суббота

Часы работы: 10:00-22:00
День недели: воскресенье"
196,115058,Белый кролик,638404153,да,Белый кролик,реализация непродовольственных товаров,Магазин «Книги»,Юго-Западный административный округ,Обручевский район,"город Москва, Профсоюзная улица, дом 56",(495) 259-06-25,"Часы работы: 10:00-21:00
День недели: понедельник

Часы работы: 10:00-21:00
День недели: вторник

Часы работы: 10:00-21:00
День недели: среда

Часы работы: 10:00-21:00
День недели: четверг

Часы работы: 10:00-21:00
День недели: пятница

Часы работы: 10:00-21:00
День недели: суббота

Часы работы: 10:00-21:00
День недели: воскресенье"
